Id_Tempat,Nama_Tempat,Rating,Jumlah_Ulasan,Kategori,Latitude,Longitude,Link,Estimasi_Harga,Sumber_Data,Link_Sumber
152,Area Parkir Air Terjun Cubon Rondo,4.5,54,Wisata Umum,-7.8822313,112.4776217,https://www.google.com/maps/place/Area+Parkir+Air+Terjun+Cubon+Rondo/data=!4m7!3m6!1s0x2e788707687d60d1:0x9809bd974ae40520!8m2!3d-7.8822313!4d112.4776217!16s%2Fg%2F11cs4yqm9h!19sChIJ0WB9aAeHeC4RIAXkSpe9CZg?authuser=0&hl=id&rclk=1,5000,id.trip.com,https://id.trip.com/travel-guide/attraction/pandesari/coban-rondo-waterfall-pujon-61237122/?locale=id_id
154,Pasar Wisata Songgoriti,4.5,195,Pasar Wisata Songgoriti,-7.8662637,112.492999,https://www.google.com/maps/place/Pasar+Wisata+Songgoriti/data=!4m7!3m6!1s0x2e7887a26fe8aa19:0xeec0fca8e96e276e!8m2!3d-7.8662637!4d112.492999!16s%2Fg%2F11ghs7nznt!19sChIJGarob6KHeC4Rbidu6aj8wO4?authuser=0&hl=id&rclk=1,15000,travel.kompas.com,https://travel.kompas.com/read/2021/01/05/191218427/rute-harga-tiket-dan-aktivitas-wisata-di-tempat-wisata-sekitar-songgoriti?page=all
155,Kampung Wisata Kungkuk,4.7,178,Kampung Wisata Kungkuk,-7.8335271,112.5224986,https://www.google.com/maps/place/Kampung+Wisata+Kungkuk/data=!4m7!3m6!1s0x2e787de299b740eb:0xfe38ac5e7e3b66e4!8m2!3d-7.8335271!4d112.5224986!16s%2Fg%2F11f2xx_gw3!19sChIJ60C3meJ9eC4R5GY7fl6sOP4?authuser=0&hl=id&rclk=1,65000,tugumalang.id,https://tugumalang.id/desa-wisata-kungkuk-kota-batu-seperti-negeri-di-atas-awan/
156,Wisata Selecta,4.8,66,Wisata Selecta,-7.8202298,112.5265722,https://www.google.com/maps/place/Wisata+Selecta/data=!4m7!3m6!1s0x2e787f6022813227:0x527aae76ddea61fc!8m2!3d-7.8202298!4d112.5265722!16s%2Fg%2F11k4w6_dd8!19sChIJJzKBImB_eC4R_GHq3XauelI?authuser=0&hl=id&rclk=1,50000,instagram.com,https://www.instagram.com/tamanrekreasiselecta/?hl=id
157,Taman Bunga Selecta,4.7,26,Taman Bunga Selecta,-7.8220855,112.526612,https://www.google.com/maps/place/Taman+Bunga+Selecta/data=!4m7!3m6!1s0x2e787f44bdb2669b:0x1f0846552a98166e!8m2!3d-7.8220855!4d112.526612!16s%2Fg%2F11sty89ylw!19sChIJm2ayvUR_eC4RbhaYKlVGCB8?authuser=0&hl=id&rclk=1,50000,instagram.com,https://www.instagram.com/tamanrekreasiselecta/?hl=id
158,"Paralayang Gunung Banyak, Batu, Malang",4.3,125,"Paralayang Gunung Banyak, Batu, Malang",-7.8550899,112.4965734,"https://www.google.com/maps/place/Paralayang+Gunung+Banyak,+Batu,+Malang/data=!4m7!3m6!1s0x2e788735bbd40639:0x4a4445e74cee55e2!8m2!3d-7.8550899!4d112.4965734!16s%2Fg%2F11sk2tks84!19sChIJOQbUuzWHeC4R4lXuTOdFREo?authuser=0&hl=id&rclk=1",20000,travelmalang.id,https://www.travelmalang.id/info-wisata-paralayang-omah-kayu-dan-taman-langit/
159,Pujon Adventure & Rafting,4.8,118,Wisata Umum,-7.8409971,112.4498115,https://www.google.com/maps/place/Pujon+Adventure+%26+Rafting/data=!4m7!3m6!1s0x2e787d0cb0ac2501:0x80d43d6839b21659!8m2!3d-7.8409971!4d112.4498115!16s%2Fg%2F11lgnpvr84!19sChIJASWssAx9eC4RWRayOWg91IA?authuser=0&hl=id&rclk=1,275000,waysata.com,https://waysata.com/page/news/taman-merak-pujon-rafting-wisata-alam-dan-petualangan-di-pujon
160,Kebun Bunga Cangar,4.7,574,Wisata Umum,-7.751294,112.5320262,https://www.google.com/maps/place/Kebun+Bunga+Cangar/data=!4m7!3m6!1s0x2e7879d195a9c58d:0x50855e6b181e9f68!8m2!3d-7.751294!4d112.5320262!16s%2Fg%2F11fn2cc5b_!19sChIJjcWpldF5eC4RaJ8eGGtehVA?authuser=0&hl=id&rclk=1,30000,goersapp.com,https://www.goersapp.com/blog/taman-bunga-paling-viral-di-malang/
161,Bukit Jengkoang,4.6,612,Wisata Umum,-7.8263819,112.5577718,https://www.google.com/maps/place/Bukit+Jengkoang/data=!4m7!3m6!1s0x2e787f51b3b94c43:0xd7ee0ecfbf7f2c0e!8m2!3d-7.8263819!4d112.5577718!16s%2Fg%2F11h4xjjymr!19sChIJQ0y5s1F_eC4RDix_v88O7tc?authuser=0&hl=id&rclk=1,0,paketwisatabromo.co.id,https://www.paketwisatabromo.co.id/bukit-jengkoang/
162,Petik Apel Kebun 8 Kota Batu,4.4,1392,Wisata Umum,-7.781768,112.5280831,https://www.google.com/maps/place/Petik+Apel+Kebun+8+Kota+Batu/data=!4m7!3m6!1s0x2e787ea1a9e14131:0xc2a739ffb9b976c1!8m2!3d-7.781768!4d112.5280831!16s%2Fg%2F11g69z835d!19sChIJMUHhqaF-eC4RwXa5uf85p8I?authuser=0&hl=id&rclk=1,20000,kebun8.com,https://kebun8.com/paket/petik-apel/
163,Petik Apel Green Garden,4.8,164,Wisata Umum,-7.8230765,112.5291385,https://www.google.com/maps/place/Petik+Apel+Green+Garden/data=!4m7!3m6!1s0x2e787f3558663e9f:0xb1f4ca73dd7d6f52!8m2!3d-7.8230765!4d112.5291385!16s%2Fg%2F11ghlw3rw6!19sChIJnz5mWDV_eC4RUm993XPK9LE?authuser=0&hl=id&rclk=1,25000,traveloka.com,https://www.traveloka.com/id-id/explore/destination/wisata-petik-apel-malang-acc/469830
164,Arboretum Sumber Brantas,4.5,406,Wisata Umum,-7.759076,112.5276945,https://www.google.com/maps/place/Arboretum+Sumber+Brantas/data=!4m7!3m6!1s0x2e7879542b9b3fcf:0x41e36040eb5deecf!8m2!3d-7.759076!4d112.5276945!16s%2Fg%2F11c3xbyp6q!19sChIJzz-bK1R5eC4Rz-5d60Bg40E?authuser=0&hl=id&rclk=1,8000,wearemania.net,https://www.wearemania.net/ngalam/akomodasi/5-rekomendasi-spot-wisata-bertema-kebun-di-malang-dan-batu/17640
165,Wisata Petik Apel Batu,4.6,59,Wisata Petik Apel Batu,-7.8230611,112.5299483,https://www.google.com/maps/place/Wisata+Petik+Apel+Batu/data=!4m7!3m6!1s0x2e787f51893b38fb:0x59473f0b33a95246!8m2!3d-7.8230611!4d112.5299483!16s%2Fg%2F11sn_3nlwh!19sChIJ-zg7iVF_eC4RRlKpMws_R1k?authuser=0&hl=id&rclk=1,20000,kebun8.com,https://kebun8.com/paket/petik-apel/
166,Wisata Petik Mawar Berkah,4.0,211,Wisata Petik Mawar Berkah,-7.8382642,112.5189961,https://www.google.com/maps/place/Wisata+Petik+Mawar+Berkah/data=!4m7!3m6!1s0x2e787d005bc7b2f3:0x240359340b321a59!8m2!3d-7.8382642!4d112.5189961!16s%2Fg%2F11vm7jdcdd!19sChIJ87LHWwB9eC4RWRoyCzRZAyQ?authuser=0&hl=id&rclk=1,20000,radarbatu.jawapos.com,https://radarbatu.jawapos.com/wisata-kuliner/2326136744/wisata-petik-bunga-di-kota-batu-jadi-favorit-baru-wisata-keluarga
167,Wisata Kebun Bunga Coban Talun,4.8,99,Wisata Kebun Bunga Coban Talun,-7.7992591,112.5174169,https://www.google.com/maps/place/Wisata+Kebun+Bunga+Coban+Talun/data=!4m7!3m6!1s0x2e787d5bda72f2ff:0x7b413b384231ab14!8m2!3d-7.7992591!4d112.5174169!16s%2Fg%2F11jt_g5mtd!19sChIJ__Jy2lt9eC4RFKsxQjg7QXs?authuser=0&hl=id&rclk=1,10000,instagram.com,https://www.instagram.com/reel/DDeesEsp4Xt/
168,Wisata petik strowberry kebundesa(yeni),4.9,195,Wisata petik strowberry kebundesa(yeni),-7.7974873,112.5291888,https://www.google.com/maps/place/Wisata+petik+strowberry+kebundesa%28yeni%29/data=!4m7!3m6!1s0x2e787f004a984a4f:0x3832701e704e9eb7!8m2!3d-7.7974873!4d112.5291888!16s%2Fg%2F11w213hdcq!19sChIJT0qYSgB_eC4Rt55OcB5wMjg?authuser=0&hl=id&rclk=1,20000,instagram.com,https://www.instagram.com/reel/DWQ6-FakTmZ/
169,"Agrowisata Kaki Langit ""Brakseng""",4.7,36,"Agrowisata Kaki Langit ""Brakseng""",-7.7494741,112.5348563,https://www.google.com/maps/place/Agrowisata+Kaki+Langit+%22Brakseng%22/data=!4m7!3m6!1s0x2e78792e7820f943:0xe576468956faf24b!8m2!3d-7.7494741!4d112.5348563!16s%2Fg%2F11s8zdnjzz!19sChIJQ_kgeC55eC4RS_L6VolGduU?authuser=0&hl=id&rclk=1,5000,adamputratravel.com,https://adamputratravel.com/wisata-alam-brakseng-batu/
170,Pantai Jembatan Panjang Tanjung Sirap,4.6,739,Pantai Jembatan Panjang Tanjung Sirap,-8.4022608,112.5301822,https://www.google.com/maps/place/Pantai+Jembatan+Panjang+Tanjung+Sirap/data=!4m7!3m6!1s0x2e78a94c0340c471:0x2c2673e3a05b80e6!8m2!3d-8.4022608!4d112.5301822!16s%2Fg%2F11cjj0hz4h!19sChIJccRAA0ypeC4R5oBboONzJiw?authuser=0&hl=id&rclk=1,5000,nahwatour.com,https://nahwatour.com/mitos-pantai-jembatan-panjang-di-kota-malang
171,Toko taman ayu nganteb (TAN),4.4,951,Toko taman ayu nganteb (TAN),-8.406741,112.5726644,https://www.google.com/maps/place/Toko+taman+ayu+nganteb+%28TAN%29/data=!4m7!3m6!1s0x2e78a9824293d1d1:0x8a2c143bb31c8e29!8m2!3d-8.406741!4d112.5726644!16s%2Fg%2F1q610sjc8!19sChIJ0dGTQoKpeC4RKY4cszsULIo?authuser=0&hl=id&rclk=1,10000,travelspromo.com,https://travelspromo.com/htm-wisata/pantai-ngantep-malang/
172,Pantai Pesanggrahan ꦥꦼꦱꦶꦱꦶꦂꦥꦱꦔ꧀ꦒꦿꦃꦲꦤ꧀,4.5,119,Pantai Pesanggrahan ꦥꦼꦱꦶꦱꦶꦂꦥꦱꦔ꧀ꦒꦿꦃꦲꦤ꧀,-8.4015943,112.5538006,https://www.google.com/maps/place/Pantai+Pesanggrahan+%EA%A6%A5%EA%A6%BC%EA%A6%B1%EA%A6%B6%EA%A6%B1%EA%A6%B6%EA%A6%82%EA%A6%A5%EA%A6%B1%EA%A6%94%EA%A7%80%EA%A6%92%EA%A6%BF%EA%A6%83%EA%A6%B2%EA%A6%A4%EA%A7%80/data=!4m7!3m6!1s0x2e78a969363a9695:0x2214d11f742d5da2!8m2!3d-8.4015943!4d112.5538006!16s%2Fg%2F11cmlf0_l_!19sChIJlZY6NmmpeC4Rol0tdB_RFCI?authuser=0&hl=id&rclk=1,5000,radarmalang.jawapos.com,https://radarmalang.jawapos.com/wisata-kuliner/2403090002/htm-gratis-main-ke-pantai-di-malang-selatan-ini-cukup-bayar-parkir
173,Pantai Ngantep,4.6,1589,Pantai Ngantep,-8.4085818,112.5749999,https://www.google.com/maps/place/Pantai+Ngantep/data=!4m7!3m6!1s0x2e78a9de69da45d5:0xb0526eb738c87301!8m2!3d-8.4085818!4d112.5749999!16s%2Fg%2F11h3tgfl_8!19sChIJ1UXaad6peC4RAXPIOLduUrA?authuser=0&hl=id&rclk=1,10000,surabaya.kompas.com,https://surabaya.kompas.com/read/2024/05/15/210800578/pantai-ngantep-di-malang-daya-tarik-harga-tiket-dan-rute
174,Air Terjun Kedung Darmo,4.6,312,Tujuan Wisata · ,-8.3393029,112.5702893,https://www.google.com/maps/place/Air+Terjun+Kedung+Darmo/data=!4m7!3m6!1s0x2e78a8871699a5e3:0x1d9184334ad4b8bb!8m2!3d-8.3393029!4d112.5702893!16s%2Fg%2F11f39vqdqy!19sChIJ46WZFoeoeC4Ru7jUSjOEkR0?authuser=0&hl=id&rclk=1,5000,24travel.id,https://24travel.id/coban-kedung-darmo-malang/?srsltid=AfmBOooVbuvyXrn1EeZ_tghRCXTPE8zLjp-FbkEYo4FmaT4zG5HqgWB4
175,Pantai Kondang Merak ꦥꦼꦱꦶꦱꦶꦂꦏꦺꦴꦤ꧀ꦢꦁꦩꦼꦫꦏ꧀,4.8,125,Pantai Kondang Merak ꦥꦼꦱꦶꦱꦶꦂꦏꦺꦴꦤ꧀ꦢꦁꦩꦼꦫꦏ꧀,-8.3968397,112.5197531,https://www.google.com/maps/place/Pantai+Kondang+Merak+%EA%A6%A5%EA%A6%BC%EA%A6%B1%EA%A6%B6%EA%A6%B1%EA%A6%B6%EA%A6%82%EA%A6%8F%EA%A6%BA%EA%A6%B4%EA%A6%A4%EA%A7%80%EA%A6%A2%EA%A6%81%EA%A6%A9%EA%A6%BC%EA%A6%AB%EA%A6%8F%EA%A7%80/data=!4m7!3m6!1s0x2e78af259dd89889:0x91ec8a43704aff17!8m2!3d-8.3968397!4d112.5197531!16s%2Fg%2F11t1h42mdt!19sChIJiZjYnSWveC4RF_9KcEOK7JE?authuser=0&hl=id&rclk=1,10000,travelspromo.com,https://travelspromo.com/htm-wisata/pantai-kondang-merak-malang/
176,Sumber Taman,4.4,1610,Sumber Taman,-8.1746024,112.5998291,https://www.google.com/maps/place/Sumber+Taman/data=!4m7!3m6!1s0x2e78a0190f14f159:0xda5548ae87522b27!8m2!3d-8.1746024!4d112.5998291!16s%2Fg%2F11dx928jqc!19sChIJWfEUDxmgeC4RJytSh65IVdo?authuser=0&hl=id&rclk=1,10000,instagram.com,https://www.instagram.com/p/DUimAgaEuLa/
177,Sumber Maron,4.4,18181,Wisata Umum,-8.1656096,112.5920333,https://www.google.com/maps/place/Sumber+Maron/data=!4m7!3m6!1s0x2e78a01d0eed37eb:0x2c24e254ff1390d8!8m2!3d-8.1656096!4d112.5920333!16s%2Fg%2F11b700wmcd!19sChIJ6zftDh2geC4R2JAT_1TiJCw?authuser=0&hl=id&rclk=1,5000,travel.kompas.com,https://travel.kompas.com/read/2023/11/14/175000627/wisata-sumber-maron-malang--harga-tiket-jam-buka-dan-daya-tarik?page=all
178,Kanigoro park,4.6,540,Wisata Umum,-8.1844794,112.5793884,https://www.google.com/maps/place/Kanigoro+park/data=!4m7!3m6!1s0x2e78a1dec0421f09:0x8e215140e4e4c643!8m2!3d-8.1844794!4d112.5793884!16s%2Fg%2F11rr134kyj!19sChIJCR9CwN6heC4RQ8bk5EBRIY4?authuser=0&hl=id&rclk=1,5000,matic.malangkab.go.id,https://matic.malangkab.go.id/listing/kanigoro-park
180,Kolam Renang Kalijati Desa Jenggolo,4.4,21,Kolam Renang Kalijati Desa Jenggolo,-8.1735348,112.5465748,https://www.google.com/maps/place/Kolam+Renang+Kalijati+Desa+Jenggolo/data=!4m7!3m6!1s0x2e78a19a919c2f03:0xa549d630c3468412!8m2!3d-8.1735348!4d112.5465748!16s%2Fg%2F11mc5fyz4n!19sChIJAy-ckZqheC4REoRGwzDWSaU?authuser=0&hl=id&rclk=1,10000,instagram.com,https://www.instagram.com/shila_tirta/
181,Sbr Songo,4.4,76,Wisata Umum,-8.1719515,112.5476425,https://www.google.com/maps/place/Sbr+Songo/data=!4m7!3m6!1s0x2e78a1e060f6617b:0xf040c7df7b8548c!8m2!3d-8.1719515!4d112.5476425!16s%2Fg%2F11cn9f_mq8!19sChIJe2H2YOCheC4RjFS4930MBA8?authuser=0&hl=id&rclk=1,10000,traveloka.com,https://www.traveloka.com/id-id/explore/destination/tempat-wisata-di-kepanjen-malang-untuk-healing-acc/1002055
182,Wisata Lembah Dilem Kepanjen,4.3,29,Wisata Lembah Dilem Kepanjen,-8.1150254,112.5661367,https://www.google.com/maps/place/Wisata+Lembah+Dilem+Kepanjen/data=!4m7!3m6!1s0x2e789ff079a7f4f9:0xf7d9ab190f241bf3!8m2!3d-8.1150254!4d112.5661367!16s%2Fg%2F11hz_lx9hw!19sChIJ-fSnefCfeC4R8xskDxmr2fc?authuser=0&hl=id&rclk=1,5000,serayunusantara.com,https://serayunusantara.com/wisata-lembah-dilem-malang-destinasi-alam-murah-dengan-konsep-kejujuran/
183,Jatikerto Rest Area,4.7,100,Wisata Umum,-8.1392353,112.5329597,https://www.google.com/maps/place/Jatikerto+Rest+Area/data=!4m7!3m6!1s0x2e789f2e49c37609:0xf95c351824bcb1e4!8m2!3d-8.1392353!4d112.5329597!16s%2Fg%2F11c17htzbb!19sChIJCXbDSS6feC4R5LG8JBg1XPk?authuser=0&hl=id&rclk=1,0,toyota.astra.co.id,https://www.toyota.astra.co.id/corporate-information/news-promo/read/jangan-sampai-salah-masuk-ini-arti-simbol-rest-area-di-jalan-tol-yang-wajib-dipahami
184,Pemandian Metro Kepanjen,4.2,760,Wisata Umum,-8.1266494,112.5616657,https://www.google.com/maps/place/Pemandian+Metro+Kepanjen/data=!4m7!3m6!1s0x2e789efd3d7e43cd:0x2a745eeeb14ddc8a!8m2!3d-8.1266494!4d112.5616657!16s%2Fg%2F11b74m3sqw!19sChIJzUN-Pf2eeC4RitxNse5edCo?authuser=0&hl=id&rclk=1,8000,traveloka.com,https://www.traveloka.com/id-id/explore/destination/tempat-wisata-di-kepanjen-malang-untuk-healing-acc/1002055
185,KAMPOENG NANAS,4.4,71,Wisata Umum,-8.1118666,112.5498295,https://www.google.com/maps/place/KAMPOENG+NANAS/data=!4m7!3m6!1s0x2e789ff21f292995:0xe45d6c1f9ffcfc67!8m2!3d-8.1118666!4d112.5498295!16s%2Fg%2F11rc3__q2p!19sChIJlSkpH_KfeC4RZ_z8nx9sXeQ?authuser=0&hl=id&rclk=1,2000,instagram.com,https://www.instagram.com/p/DOHunPzDuFm/
186,"Taman Kehati, Jalibar",4.1,39,"Taman Kehati, Jalibar",-8.1024452,112.5674767,"https://www.google.com/maps/place/Taman+Kehati,+Jalibar/data=!4m7!3m6!1s0x2e789e895c25c89d:0xb38beb14ba8186f5!8m2!3d-8.1024452!4d112.5674767!16s%2Fg%2F11f0460x1_!19sChIJncglXImeeC4R9YaBuhTri7M?authuser=0&hl=id&rclk=1",10000,instagram.com,https://www.instagram.com/p/CF335A0p_iD/
187,Alun - alun Gunung Kawi,4.5,51,Alun - alun Gunung Kawi,-8.0240571,112.4937997,https://www.google.com/maps/place/Alun+-+alun+Gunung+Kawi/data=!4m7!3m6!1s0x2e789b3bc28b7c0b:0xd4428a62532f967e!8m2!3d-8.0240571!4d112.4937997!16s%2Fg%2F11c1r1mspm!19sChIJC3yLwjubeC4RfpYvU2KKQtQ?authuser=0&hl=id&rclk=1,10000,traveloka.com,https://www.traveloka.com/id-id/explore/destination/keraton-gunung-kawi-sejarah-lokasi-harga-tiket-masuk-gt/515816
188,Taman Rekreasi Tlogomas Malang,4.1,1796,Taman Rekreasi Tlogomas Malang,-7.9306041,112.6046125,https://www.google.com/maps/place/Taman+Rekreasi+Tlogomas+Malang/data=!4m7!3m6!1s0x2e7882109c2a799f:0x33db0c09697defd1!8m2!3d-7.9306041!4d112.6046125!16s%2Fg%2F1pzwgcjz4!19sChIJn3kqnBCCeC4R0e99aQkM2zM?authuser=0&hl=id&rclk=1,30000,travelspromo.com,https://travelspromo.com/htm-wisata/taman-rekreasi-tlogomas-malang/
189,Pemandian Selo Agung,4.4,422,Wisata Umum,-8.033469,112.4870709,https://www.google.com/maps/place/Pemandian+Selo+Agung/data=!4m7!3m6!1s0x2e789b1608f31171:0x64586df8da1a518b!8m2!3d-8.033469!4d112.4870709!16s%2Fg%2F11clvlydrq!19sChIJcRHzCBabeC4Ri1Ea2vhtWGQ?authuser=0&hl=id&rclk=1,10000,radarmalang.jawapos.com,https://radarmalang.jawapos.com/wisata-kuliner/2501020021/wisata-tipis-tipis-bersama-keluarga-di-pemandian-selo-agung
190,Sumbersuko Forest Park,4.3,308,Wisata Umum,-8.003049,112.5182873,https://www.google.com/maps/place/Sumbersuko+Forest+Park/data=!4m7!3m6!1s0x2e7884aead958ad1:0x1bb465820e338a6e!8m2!3d-8.003049!4d112.5182873!16s%2Fg%2F11f_bz4scx!19sChIJ0YqVra6EeC4RboozDoJltBs?authuser=0&hl=id&rclk=1,5000,travel.kompas.com,https://travel.kompas.com/read/2024/01/20/070700127/precet-forest-park-malang-sensasi-camping-di-hutan-pinus-kaki-gunung-kawi
191,Taman Wisata Kolam Renang Selo Agung Gunung Kawi,4.6,40,Wisata Umum,-8.0333883,112.4869552,https://www.google.com/maps/place/Taman+Wisata+Kolam+Renang+Selo+Agung+Gunung+Kawi/data=!4m7!3m6!1s0x2e789b184b3db0ef:0x2e5a59efea3182a3!8m2!3d-8.0333883!4d112.4869552!16s%2Fg%2F11f3810rf1!19sChIJ77A9SxibeC4Ro4Ix6u9ZWi4?authuser=0&hl=id&rclk=1,10000,radarmalang.jawapos.com,https://radarmalang.jawapos.com/wisata-kuliner/2501020021/wisata-tipis-tipis-bersama-keluarga-di-pemandian-selo-agung
192,Lembah Indah Malang,4.4,5722,Tujuan Wisata,-8.0010748,112.4935456,https://www.google.com/maps/place/Lembah+Indah+Malang/data=!4m10!3m9!1s0x2e7884cf21613d6b:0x3d29568e7bc0acc2!5m2!4m1!1i2!8m2!3d-8.0010748!4d112.4935456!16s%2Fg%2F11gbl2ty41!19sChIJaz1hIc-EeC4RwqzAe45WKT0?authuser=0&hl=id&rclk=1,20000,traveloka.com,https://www.traveloka.com/id-id/explore/destination/wisata-alam-lembah-indah-malang-acc/448669
193,Taman Rekreasi Sengkaling,4.4,9738,Taman Rekreasi Sengkaling,-7.9153841,112.5889089,https://www.google.com/maps/place/Taman+Rekreasi+Sengkaling/data=!4m7!3m6!1s0x2e78818e61781357:0xba37a2e1b944ddd5!8m2!3d-7.9153841!4d112.5889089!16s%2Fg%2F12345rh0!19sChIJVxN4YY6BeC4R1d1EueGiN7o?authuser=0&hl=id&rclk=1,30000,traveloka.com,https://www.traveloka.com/id-id/activities/indonesia/product/taman-rekreasi-sengkaling-6415623095757
194,De Beran ( Wisata Beran Lor ) Beran Group,4.4,101,Wisata Umum,-7.8907276,112.5418921,https://www.google.com/maps/place/De+Beran+%28+Wisata+Beran+Lor+%29+Beran+Group/data=!4m7!3m6!1s0x2e78814c3b5ce93f:0x6ab5f37d1cdbb304!8m2!3d-7.8907276!4d112.5418921!16s%2Fg%2F11fjz9p7zd!19sChIJP-lcO0yBeC4RBLPbHH3ztWo?authuser=0&hl=id&rclk=1,10000,instagram.com,https://www.instagram.com/p/C27LxGWLJiu/
195,"Oocarpa, Dau Malang",4.7,30,Tujuan Wisata,-7.9284221,112.5181223,"https://www.google.com/maps/place/Oocarpa,+Dau+Malang/data=!4m7!3m6!1s0x2e788551227e3a8b:0x72e7da20827a101b!8m2!3d-7.9284221!4d112.5181223!16s%2Fg%2F11fwhzg7x8!19sChIJizp-IlGFeC4RGxB6giDa53I?authuser=0&hl=id&rclk=1",5000,radarmalang.jawapos.com,https://radarmalang.jawapos.com/wisata-kuliner/2508250049/hidden-gem-wisata-di-dau-malang-yang-wajib-kamu-coba
196,"Bumi Perkemahan Bedengan, Selorejo",4.6,6483,Wisata Umum,-7.9396234,112.5310838,"https://www.google.com/maps/place/Bumi+Perkemahan+Bedengan,+Selorejo/data=!4m7!3m6!1s0x2e7883de82b88e3b:0xef56b8f39f00d6e0!8m2!3d-7.9396234!4d112.5310838!16s%2Fg%2F11b6xgzj_2!19sChIJO464gt6DeC4R4NYAn_O4Vu8?authuser=0&hl=id&rclk=1",10000,travel.kompas.com,https://travel.kompas.com/read/2024/01/25/152600027/bumi-perkemahan-bedengan-malang--daya-tarik-harga-tiket-dan-jam-buka
197,WISATA PETIRTAAN KAYGUN,4.2,36,WISATA PETIRTAAN KAYGUN,-7.9151148,112.5349894,https://www.google.com/maps/place/WISATA+PETIRTAAN+KAYGUN/data=!4m7!3m6!1s0x2e78814c5748e843:0x645d1832422af04b!8m2!3d-7.9151148!4d112.5349894!16s%2Fg%2F11q96zzbhr!19sChIJQ-hIV0yBeC4RS_AqQjIYXWQ?authuser=0&hl=id&rclk=1,10000,id.trip.com,https://id.trip.com/travel-guide/attraction/batu/wisata-petirtaan-kaygun-136956930/
198,Buthak Savana Kawi Mountain,4.7,246,Wisata Umum,-7.9527353,112.4685099,https://www.google.com/maps/place/Buthak+Savana+Kawi+Mountain/data=!4m7!3m6!1s0x2e78861262728a81:0x872d169391b4a29d!8m2!3d-7.9527353!4d112.4685099!16s%2Fg%2F11bxfs79fj!19sChIJgYpyYhKGeC4RnaK0kZMWLYc?authuser=0&hl=id&rclk=1,15000,traveloka.com,https://www.traveloka.com/id-id/explore/destination/gunung-butak-jawa-timur-trp/1000152
199,Batu Night Spectacular,4.5,38447,Wisata Umum,-7.8965741,112.5345361,https://www.google.com/maps/place/Batu+Night+Spectacular/data=!4m7!3m6!1s0x2e7881303f2c72db:0x953ed7171a77ec21!8m2!3d-7.8965741!4d112.5345361!16s%2Fg%2F11cs693vbv!19sChIJ23IsPzCBeC4RIex3GhfXPpU?authuser=0&hl=id&rclk=1,40000,tiket.com,https://www.tiket.com/id-id/to-do/batu-night-spectacular
200,Jawa Timur Park 3,4.5,43436,Wisata Umum,-7.8971338,112.5531027,https://www.google.com/maps/place/Jawa+Timur+Park+3/data=!4m7!3m6!1s0x2e78811848f3a957:0x1b0013b35e7ee3cd!8m2!3d-7.8971338!4d112.5531027!16s%2Fg%2F11dxqfrtx1!19sChIJV6nzSBiBeC4RzeN-XrMTABs?authuser=0&hl=id&rclk=1,30000,tiket.com,https://www.tiket.com/id-id/to-do/jatim-park-3
201,Wisata Edukasi Susu Batu,4.3,868,Wisata Edukasi Susu Batu,-7.896008,112.554535,https://www.google.com/maps/place/Wisata+Edukasi+Susu+Batu/data=!4m7!3m6!1s0x2e788110ae5e30d9:0x4188099c9bc7f413!8m2!3d-7.896008!4d112.554535!16s%2Fg%2F11hblrlpp5!19sChIJ2TBerhCBeC4RE_THm5wJiEE?authuser=0&hl=id&rclk=1,25000,instagram.com,https://www.instagram.com/reel/DNkeLS6yzju/
202,Kampung Wisata Tani Temas,4.4,99,Kampung Wisata Tani Temas,-7.8776798,112.5406541,https://www.google.com/maps/place/Kampung+Wisata+Tani+Temas/data=!4m7!3m6!1s0x2e78815bc7ddcd6f:0x7508fe9478fea0b3!8m2!3d-7.8776798!4d112.5406541!16s%2Fg%2F11f62rc4rt!19sChIJb83dx1uBeC4Rs6D-eJT-CHU?authuser=0&hl=id&rclk=1,2000,instagram.com,https://www.instagram.com/p/DPGroxwEZVK/
203,Lumbung Stroberi Official,4.4,700,Wisata Umum,-7.8688941,112.5418253,https://www.google.com/maps/place/Lumbung+Stroberi+Official/data=!4m7!3m6!1s0x2e78817feb082c3b:0x9947fcee701ec12d!8m2!3d-7.8688941!4d112.5418253!16s%2Fg%2F11h2mn6l0j!19sChIJOywI63-BeC4RLcEecO78R5k?authuser=0&hl=id&rclk=1,25000,travel.kompas.com,https://travel.kompas.com/read/2023/05/03/140900327/5-tempat-wisata-petik-buah-malang-tiket-mulai-dari-rp-20000?page=all
204,"Coban Lanang, Batu",4.5,1152,Tujuan Wisata · ,-7.8705187,112.5515028,"https://www.google.com/maps/place/Coban+Lanang,+Batu/data=!4m7!3m6!1s0x2e7880e9751f7655:0xc0155fe556c0dc36!8m2!3d-7.8705187!4d112.5515028!16s%2Fg%2F11f_ws3l6l!19sChIJVXYfdemAeC4RNtzAVuVfFcA?authuser=0&hl=id&rclk=1",15000,radarbatu.jawapos.com,https://radarbatu.jawapos.com/wisata-kuliner/2324418465/htm-coban-lanang-kota-batu-murah-meriah-sudah-dapat-fasilitas-fasilitas-berikut-ini-secara-gratis
